0.239358	0.318018	0.364634	0.361768	0.234755	0.111467	-0.0158193	-0.153332	-0.340355	-0.598329	-0.893298	-1.16028	-1.39154	-1.62372	-1.86717	-2.06298	-2.19668	-2.29954	-2.35112	-2.28419	-2.16341	-2.00774	-1.82647	-1.60728	-1.34682	-1.02204	-0.679808	-0.312142	0.0772096	0.46145	0.790968	1.08734	1.35439	1.56689	1.70307	1.75073	1.8109	1.7959	1.77969	1.73645	1.62968	1.47224	1.28029	1.05867	0.819658	0.581776	0.345579	0.155141	0.040869	-0.0549597	-0.101178	-0.191149	-0.187206	-0.157207	-0.0933683	-0.0451273	0.00452389	0.0703069	0.154882	
0.351141	0.406473	0.41617	0.371206	0.205522	0.0629691	-0.081018	-0.238486	-0.424582	-0.686342	-1.00417	-1.29265	-1.53259	-1.77171	-2.02786	-2.224	-2.36595	-2.46504	-2.50849	-2.4368	-2.33546	-2.2094	-2.04042	-1.83944	-1.595	-1.26327	-0.887972	-0.486514	-0.0598616	0.377673	0.766776	1.13471	1.46936	1.73883	1.93432	2.05822	2.20474	2.25193	2.27686	2.25529	2.15386	1.97148	1.74137	1.47718	1.19305	0.913448	0.647448	0.430197	0.303063	0.174521	0.0890499	-0.042395	-0.0754343	-0.0569842	0.0176316	0.074162	0.127271	0.197789	0.283605	
0.116732	0.173183	0.187484	0.166479	0.00326788	-0.133548	-0.267527	-0.427725	-0.598583	-0.865621	-1.1792	-1.46951	-1.73211	-2.00206	-2.29732	-2.53982	-2.72863	-2.87203	-2.96811	-2.93769	-2.86561	-2.75987	-2.61236	-2.42799	-2.18398	-1.82952	-1.4033	-0.919704	-0.41342	0.116555	0.605372	1.07518	1.50007	1.85145	2.123	2.30815	2.51161	2.62176	2.69287	2.68741	2.58243	2.37286	2.10317	1.79321	1.45409	1.11823	0.794217	0.514234	0.352366	0.182672	0.0535384	-0.120114	-0.205821	-0.214849	-0.174416	-0.140764	-0.0974164	-0.0329076	0.0473765	
0.167547	0.206471	0.197344	0.160726	-0.0287481	-0.181674	-0.344291	-0.494603	-0.692323	-0.988374	-1.32588	-1.64855	-1.94744	-2.25719	-2.5926	-2.8811	-3.11173	-3.28696	-3.43262	-3.43772	-3.38195	-3.29049	-3.14231	-2.92905	-2.6371	-2.21878	-1.71051	-1.13336	-0.526419	0.12893	0.760658	1.36724	1.92724	2.4177	2.81901	3.09589	3.37653	3.54542	3.64923	3.66841	3.56733	3.34256	3.04826	2.71098	2.31234	1.89447	1.4913	1.12718	0.899785	0.658433	0.482878	0.234449	0.109004	0.0563168	0.0475204	0.0371999	0.0500893	0.0794794	0.123043	
0.163879	0.167086	0.1372	0.0725705	-0.135764	-0.294993	-0.473775	-0.612824	-0.844794	-1.18149	-1.55485	-1.90411	-2.24273	-2.59841	-2.99292	-3.34634	-3.63197	-3.83924	-4.00801	-4.02741	-3.9788	-3.86697	-3.70036	-3.45311	-3.09784	-2.60693	-2.0164	-1.34876	-0.625345	0.149097	0.904413	1.62248	2.27831	2.84896	3.32246	3.66669	3.98194	4.18829	4.3095	4.31937	4.21376	3.96041	3.63725	3.24922	2.80683	2.36254	1.91961	1.51452	1.24398	0.950129	0.730433	0.416589	0.264956	0.193005	0.159708	0.112275	0.106369	0.10913	0.139916	
0.311923	0.27777	0.213174	0.124702	-0.0766337	-0.251574	-0.456233	-0.618014	-0.914375	-1.29678	-1.70075	-2.06359	-2.41806	-2.79646	-3.21264	-3.59424	-3.89495	-4.12451	-4.30731	-4.34387	-4.29293	-4.16142	-3.97522	-3.69538	-3.29717	-2.75493	-2.09654	-1.35661	-0.542778	0.3256	1.17564	1.97093	2.7051	3.33844	3.86958	4.25432	4.59494	4.82752	4.95581	4.96302	4.85315	4.58203	4.23623	3.82307	3.33923	2.86167	2.39718	1.95788	1.63491	1.30932	1.06286	0.720327	0.579277	0.509856	0.464151	0.37974	0.345114	0.316497	0.311647	
0.288439	0.245171	0.169425	0.0540764	-0.174803	-0.395768	-0.635277	-0.795707	-1.1086	-1.49519	-1.91095	-2.30756	-2.70105	-3.11177	-3.56591	-4.00289	-4.34843	-4.60986	-4.80796	-4.84096	-4.76599	-4.59706	-4.3744	-4.04946	-3.59379	-2.99001	-2.25786	-1.42628	-0.510098	0.46621	1.43059	2.3298	3.15395	3.87694	4.48211	4.9263	5.30826	5.57392	5.73108	5.75892	5.65423	5.38458	5.02024	4.57004	4.03666	3.50903	3.0002	2.51785	2.14645	1.78531	1.48589	1.06988	0.865151	0.716156	0.594233	0.469279	0.394923	0.321502	0.292013	
0.337567	0.329385	0.278741	0.170916	-0.0218549	-0.196638	-0.391446	-0.49183	-0.810759	-1.21725	-1.66475	-2.11505	-2.59794	-3.10177	-3.654	-4.1817	-4.61284	-4.9474	-5.19753	-5.28528	-5.2548	-5.11391	-4.89375	-4.56419	-4.09537	-3.4725	-2.71031	-1.83761	-0.850886	0.210111	1.26445	2.25839	3.16425	3.95527	4.6163	5.11399	5.5451	5.83839	6.00117	6.03112	5.91138	5.62612	5.25226	4.77414	4.21004	3.63575	3.09723	2.59307	2.17641	1.76282	1.39867	0.894413	0.672291	0.533934	0.429051	0.342768	0.321394	0.287783	0.30569	
0.33784	0.305361	0.253257	0.148755	-0.0224478	-0.192046	-0.382829	-0.487387	-0.850989	-1.26859	-1.73833	-2.22044	-2.7588	-3.32916	-3.9294	-4.50651	-4.9838	-5.37258	-5.65695	-5.75161	-5.73957	-5.61768	-5.41161	-5.08611	-4.60031	-3.94194	-3.12773	-2.18314	-1.10772	0.0451591	1.19695	2.28899	3.2932	4.17316	4.88735	5.44632	5.93551	6.28203	6.49213	6.55646	6.45837	6.19308	5.81967	5.33502	4.75204	4.15535	3.57975	3.0218	2.52861	2.07054	1.66557	1.12211	0.888658	0.711466	0.570403	0.445291	0.390684	0.338632	0.329805	
0.575484	0.508311	0.400934	0.256781	0.0663819	-0.110404	-0.319932	-0.459886	-0.825828	-1.27244	-1.77498	-2.30224	-2.89197	-3.52566	-4.17775	-4.79609	-5.3114	-5.71384	-6.00709	-6.10387	-6.10338	-5.98668	-5.78847	-5.45609	-4.9436	-4.25876	-3.4038	-2.39968	-1.25383	-0.0239306	1.20749	2.38194	3.4516	4.38973	5.14548	5.74663	6.25885	6.63388	6.85937	6.93123	6.8444	6.58261	6.19919	5.71436	5.12905	4.53161	3.95964	3.39215	2.87184	2.39026	1.97525	1.45187	1.19331	1.01632	0.867727	0.740868	0.687762	0.63739	0.603825	
0.672137	0.598648	0.480389	0.336141	0.159518	-0.00355639	-0.207883	-0.366756	-0.767169	-1.26114	-1.8214	-2.40645	-3.06496	-3.77577	-4.48578	-5.14223	-5.67582	-6.0831	-6.37527	-6.47731	-6.47804	-6.35753	-6.16014	-5.80858	-5.26004	-4.54123	-3.64793	-2.59416	-1.3899	-0.100658	1.18579	2.41078	3.5461	4.54075	5.34494	5.98935	6.5347	6.94533	7.19724	7.29113	7.22042	6.97163	6.58303	6.08261	5.46406	4.84061	4.23561	3.6072	3.02241	2.48191	2.01694	1.47448	1.20406	1.01434	0.868862	0.750855	0.712167	0.691048	0.677408	
0.483785	0.411045	0.299504	0.180589	0.0463874	-0.0783954	-0.265494	-0.41894	-0.853469	-1.39439	-1.97913	-2.60176	-3.30289	-4.06293	-4.8073	-5.5044	-6.07716	-6.51718	-6.82381	-6.95237	-6.97202	-6.86721	-6.67647	-6.31716	-5.76425	-5.04191	-4.12563	-3.03781	-1.78862	-0.447867	0.891071	2.17813	3.37335	4.41589	5.27778	5.96613	6.55318	7.00711	7.29221	7.42459	7.40241	7.19234	6.83698	6.35031	5.73763	5.10543	4.47211	3.78728	3.1329	2.51805	2.00125	1.41888	1.13256	0.943549	0.775668	0.634045	0.567446	0.524661	0.496405	
0.466764	0.391584	0.277869	0.160386	0.045761	-0.0541006	-0.21633	-0.345329	-0.846364	-1.44798	-2.08181	-2.75105	-3.49192	-4.27308	-5.02647	-5.74449	-6.33757	-6.80307	-7.13186	-7.27132	-7.30272	-7.19559	-7.00547	-6.64237	-6.0984	-5.3921	-4.48778	-3.41428	-2.17261	-0.828786	0.533287	1.85009	3.08529	4.16817	5.05474	5.76837	6.37602	6.867	7.20336	7.40397	7.45006	7.28953	6.96774	6.50336	5.90099	5.2747	4.62763	3.92583	3.23015	2.57539	2.00935	1.37926	1.11351	0.920076	0.743142	0.60149	0.540635	0.506217	0.47685	
0.285569	0.205248	0.0846811	-0.0332632	-0.150014	-0.264545	-0.432292	-0.571129	-1.13061	-1.76236	-2.40697	-3.10801	-3.87684	-4.66811	-5.42204	-6.12301	-6.69351	-7.12755	-7.43499	-7.54992	-7.55619	-7.42779	-7.21531	-6.83462	-6.27769	-5.55859	-4.62292	-3.5215	-2.25001	-0.882697	0.509265	1.84553	3.0949	4.19231	5.09604	5.82882	6.44483	6.95251	7.3158	7.53696	7.6101	7.46591	7.15078	6.68992	6.08152	5.4224	4.73395	3.99641	3.25842	2.57268	1.9702	1.31846	1.06883	0.870501	0.668175	0.506357	0.423069	0.370983	0.321307	
0.370591	0.264438	0.130775	0.00687734	-0.0993961	-0.213942	-0.407089	-0.551018	-1.10779	-1.75459	-2.41837	-3.15192	-3.95062	-4.75703	-5.50355	-6.18776	-6.73108	-7.13684	-7.43443	-7.54517	-7.55257	-7.43581	-7.25021	-6.90834	-6.38832	-5.7098	-4.80733	-3.73018	-2.47606	-1.12464	0.252913	1.57837	2.81833	3.91906	4.84007	5.59585	6.23518	6.78114	7.18837	7.45609	7.58419	7.4953	7.23412	6.81834	6.23827	5.60244	4.91672	4.1664	3.40351	2.69125	2.09009	1.43451	1.17563	0.986897	0.790116	0.637426	0.560357	0.502197	0.429078	
0.351794	0.232447	0.0749038	-0.0612025	-0.143028	-0.21621	-0.381344	-0.483719	-1.05151	-1.69836	-2.3478	-3.07542	-3.8738	-4.67878	-5.42062	-6.09164	-6.60435	-6.97182	-7.24471	-7.34915	-7.34812	-7.23239	-7.04667	-6.71284	-6.21519	-5.56311	-4.6819	-3.62716	-2.3977	-1.05633	0.310469	1.61371	2.81943	3.90447	4.82185	5.56073	6.19834	6.74131	7.1505	7.43478	7.59031	7.53075	7.30226	6.91423	6.35241	5.7181	5.04849	4.30902	3.52333	2.76318	2.13637	1.44202	1.19867	1.02036	0.812343	0.646384	0.56089	0.499994	0.419307	
0.355019	0.220567	0.0621561	-0.0634209	-0.121577	-0.204728	-0.385522	-0.51544	-1.09856	-1.73528	-2.36127	-3.07263	-3.87084	-4.66882	-5.39684	-6.05235	-6.56869	-6.93751	-7.22327	-7.34173	-7.33005	-7.20836	-7.02325	-6.69737	-6.21708	-5.58152	-4.72354	-3.68457	-2.47731	-1.1617	0.183707	1.47395	2.66597	3.73861	4.63966	5.34078	5.92477	6.43756	6.82865	7.11609	7.29549	7.27584	7.08093	6.7304	6.20837	5.60314	4.95263	4.22686	3.4435	2.71179	2.13296	1.50971	1.30905	1.14619	0.924781	0.730522	0.626854	0.547941	0.444109	
0.505697	0.370238	0.200607	0.0617801	0.00688279	-0.089154	-0.291326	-0.446614	-1.0521	-1.71457	-2.36172	-3.09485	-3.89907	-4.68368	-5.38577	-5.9955	-6.46445	-6.78014	-7.016	-7.106	-7.07529	-6.94806	-6.75352	-6.41315	-5.92646	-5.29616	-4.45618	-3.45538	-2.27647	-1.0182	0.250574	1.46371	2.58167	3.59696	4.44267	5.1036	5.64789	6.12419	6.48013	6.75345	6.93487	6.93419	6.76789	6.4362	5.94454	5.37534	4.76611	4.07333	3.3048	2.60678	2.0652	1.49608	1.34317	1.22798	1.03731	0.874654	0.784702	0.70239	0.599056	
